Word,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum
disgust,3.32,2.4,19,5.0,2.35,23
disgusted,2.68,1.66,41,4.89,2.38,47
disgusting,2.27,1.42,22,6.15,2.62,20
dish,5.7,1.34,20,3.57,2.29,23
dishonest,3.0,1.49,20,4.95,2.24,22
dishonesty,2.05,0.89,20,5.39,2.68,18
dishonor,2.37,1.57,19,4.82,2.44,22
dishonorable,2.33,1.28,21,5.76,1.79,21
dishwasher,5.32,2.15,22,3.05,2.06,21
disinfect,5.11,2.28,19,4.0,2.17,23
disinfectant,5.1,1.97,21,2.96,2.12,24
disintegrate,4.32,1.7,19,5.43,2.54,21
disk,5.24,1.58,21,2.95,2.08,22
dislike,3.25,1.55,20,4.27,2.6,22
disloyal,2.27,1.22,40,5.14,2.46,22
disloyalty,2.57,1.78,21,5.77,2.2,22
dismal,2.6,1.39,20,3.29,1.9,21
dismantle,4.74,1.69,19,4.05,2.04,20
dismay,3.1,1.07,20,2.85,1.79,20
dismiss,4.58,1.74,19,3.7,2.11,20
dismissal,4.05,1.35,19,4.48,2.37,23
dismissive,3.4,1.35,20,2.67,1.64,18
dismount,5.05,1.32,20,3.59,2.13,22
disobedience,3.32,2.24,19,4.5,2.69,22
disobey,3.19,2.02,21,5.35,2.25,23
disorder,3.76,1.84,21,4.9,2.38,20
disorderly,2.95,1.39,19,4.85,2.78,20
disorientation,3.57,1.94,21,5.1,2.36,20
disoriented,3.26,1.15,19,4.81,2.21,26
disown,2.29,1.06,21,4.54,2.4,24
disparage,3.0,1.26,21,3.96,1.97,23
dispatch,4.9,1.41,21,3.55,2.18,22
dispatcher,4.59,1.65,22,3.86,2.48,21
dispensary,5.05,1.76,20,4.14,2.44,22
dispense,5.24,1.01,25,2.95,2.06,21
dispenser,5.26,1.41,19,4.18,2.54,22
dispersal,4.91,0.68,22,4.43,2.59,23
disperse,4.19,1.44,21,3.67,2.01,21
displace,2.89,1.29,19,3.8,2.59,20
displacement,3.68,1.38,19,3.86,2.01,21
display,6.19,1.33,21,3.81,1.91,21
displease,2.63,0.96,19,5.71,2.22,21
displeased,3.41,1.82,41,4.22,2.56,45
displeasure,2.52,1.12,21,4.81,2.5,21
disposable,4.0,1.49,20,2.9,1.48,20
disposal,4.0,1.92,21,4.42,2.29,19
dispose,4.0,1.38,20,5.53,2.34,19
disposition,4.81,1.63,21,4.16,2.41,19
disprove,3.9,1.79,21,4.3,2.1,23
dispute,2.52,1.4,21,4.55,2.87,20
disqualify,2.47,1.07,19,4.7,1.84,20
disregard,4.52,1.5,21,3.5,2.32,22
disrespect,2.81,1.89,21,5.35,2.48,23
disrespectful,2.71,1.76,21,4.65,2.17,23
disrupt,3.48,1.25,21,4.87,2.2,23
disruption,3.32,1.42,19,5.48,2.27,23
disruptive,3.2,1.74,20,6.1,2.47,20
dissatisfied,3.25,1.74,20,4.82,1.99,22
dissect,3.95,1.63,21,5.43,1.85,23
dissection,3.11,1.73,19,4.32,2.23,22
dissent,4.8,1.91,20,4.0,2.02,22
dissertation,4.3,2.2,20,3.71,1.71,21
dissociative,3.58,1.87,19,4.61,2.37,23
dissolve,5.43,1.03,21,3.36,1.56,22
dissuade,4.11,1.64,18,3.35,2.16,20
distance,3.89,1.49,19,3.81,1.89,21
distant,4.74,2.08,19,2.95,2.13,22
distasteful,3.17,1.38,18,5.05,1.82,20
distilled,5.16,1.57,19,3.11,1.97,19
distinct,5.55,1.05,20,3.67,2.71,21
distinction,5.05,1.43,21,3.6,2.36,25
distinctive,6.32,1.42,19,3.78,2.18,18
distinguish,5.26,1.84,23,3.87,2.01,23
distinguished,6.62,1.72,21,4.4,2.1,25
distinguishing,5.37,1.74,19,5.7,2.56,20
distort,3.38,1.32,21,3.62,2.7,24
distorted,3.89,0.94,19,5.29,2.24,21
distortion,3.5,1.3,22,4.43,2.71,21
distract,3.68,1.6,19,3.55,2.04,22
distraction,4.05,1.13,19,3.94,2.1,18
distraught,2.81,1.47,21,5.64,2.72,22
distress,3.25,1.37,20,4.0,3.16,24
distressed,3.38,1.99,39,6.28,2.11,39
distressing,3.58,2.17,19,5.52,2.95,23
distribute,5.05,1.54,19,3.72,1.84,18
distribution,5.5,1.85,20,3.45,2.58,20
distributor,4.62,1.24,21,3.2,1.78,25
district,4.9,0.91,20,3.0,1.59,20
distrust,2.95,2.28,20,4.05,2.77,21
disturb,3.45,1.57,40,4.98,2.47,42
disturbance,2.68,1.29,19,5.19,2.34,21
disturbing,2.68,1.11,19,5.65,2.5,20
ditch,3.2,1.32,20,3.81,1.97,21
ditto,5.5,1.61,20,3.9,2.65,20
ditty,5.38,1.4,21,3.68,2.08,22
diva,3.68,2.4,22,4.55,2.46,22
dive,5.81,1.44,21,3.79,2.78,24
diver,5.66,1.56,41,5.42,2.46,19
diverse,6.0,1.76,21,3.64,2.27,25
diversion,5.22,1.77,18,4.48,2.46,21
diversionary,4.42,1.74,19,3.52,2.09,21
diversity,6.14,1.31,21,3.21,2.32,24
divert,4.42,1.54,19,4.1,2.13,20
divide,4.78,0.73,18,4.62,1.91,21
divine,7.15,1.42,20,3.05,2.33,21
division,4.42,0.96,19,3.57,1.89,21
divorce,2.49,1.96,41,5.39,2.62,44
divorcee,3.29,1.87,21,3.8,2.57,25
divulge,4.79,0.92,19,5.43,2.25,21
divvy,4.81,1.08,21,3.27,2.05,22
dizziness,3.36,1.62,22,4.95,2.64,21
dizzy,3.14,1.71,21,4.67,2.32,24
do,5.41,1.84,22,3.67,2.15,21
doable,5.52,2.0,23,4.24,2.02,21
doc,4.67,1.91,18,3.14,2.61,21
docile,5.75,1.89,20,2.47,1.9,19
dock,5.05,1.51,19,3.44,2.45,18
docket,4.53,1.12,19,3.3,2.03,20
docking,5.2,1.15,20,3.74,2.03,23
doctor,5.93,1.89,41,4.05,2.4,21
doctorate,5.95,1.99,19,3.91,2.11,22
doctrine,4.89,1.97,18,3.0,1.69,22
document,5.42,1.07,19,2.9,1.64,21
documentary,5.91,1.66,22,3.76,2.59,21
documentation,4.84,1.68,19,3.38,1.63,21
documents,5.35,1.14,20,3.73,2.25,22
dodger,4.7,1.56,20,3.95,2.27,21
dodgy,4.79,1.69,19,4.55,2.39,20
dodo,3.91,1.44,23,4.0,2.33,22
doer,5.63,1.42,19,4.38,2.62,21
dog,7.0,2.07,42,5.43,2.64,21
dogface,3.95,1.79,20,4.14,2.27,22
doggy,7.0,1.97,18,4.79,2.8,19
doghouse,5.1,2.1,21,2.68,2.1,22
dojo,6.0,1.53,18,4.15,2.78,20
dole,4.95,1.69,21,4.4,2.35,25
doll,5.88,1.57,24,3.51,2.25,43
dollar,7.39,1.51,41,5.57,2.73,21
dollhouse,5.6,1.73,20,3.55,2.26,22
dolphin,6.67,1.53,21,3.0,2.45,22
domain,5.05,1.28,20,3.36,2.68,22
dome,5.95,1.75,19,4.42,2.48,19
domestic,5.05,2.04,19,2.8,2.26,20
domesticated,5.82,1.68,22,3.67,1.93,21
dominance,5.19,1.99,21,5.5,2.76,20
dominant,5.15,1.31,20,5.36,2.48,22
dominate,4.4,2.37,20,6.4,2.19,20
domination,3.57,1.97,23,5.0,2.71,22
dominatrix,4.32,2.26,19,5.65,2.66,20
dominion,4.62,1.86,21,4.67,2.31,21
domino,5.0,1.52,21,3.46,2.62,24
donate,6.7,1.45,20,3.25,2.23,24
donation,7.0,1.2,22,4.0,2.37,21
donkey,6.29,1.45,17,2.9,1.89,20
donor,6.57,1.66,21,3.76,1.76,21
doodle,6.39,2.06,18,4.09,2.14,22
doom,3.0,1.76,19,6.17,2.92,18
doomsday,2.8,2.04,20,6.22,2.66,23
door,5.43,1.23,42,3.19,2.04,21
doorbell,5.33,1.59,21,4.17,2.31,23
doorknob,4.86,1.53,21,2.64,1.6,25
doorman,5.45,1.41,22,3.35,2.17,26
doormat,3.68,1.57,19,3.2,2.09,20
doornail,4.68,1.49,19,3.32,2.4,22
doorstep,5.14,1.77,21,3.26,1.89,23
doorway,5.68,1.2,19,3.65,2.53,23
dopamine,4.64,1.99,22,4.58,2.63,19
dope,4.14,2.19,22,4.24,2.57,21
dopey,3.86,1.71,21,2.91,1.95,23
dork,4.35,1.5,20,2.88,2.01,24
dorky,5.12,2.05,26,4.5,2.44,22
dorm,5.16,1.95,19,4.29,1.93,21
dormant,4.85,1.76,20,3.0,2.02,21
dormitory,5.06,1.89,18,4.5,1.64,20
dorsal,5.05,0.92,21,3.7,2.25,20
dosage,4.57,1.12,23,4.0,2.2,18
dose,4.91,1.27,22,2.95,2.16,21
dossier,4.84,1.46,19,3.72,1.56,18
dot,4.84,2.01,19,3.09,1.8,22
dotted,4.86,1.11,21,3.33,1.53,21
dotty,5.16,1.89,19,3.55,2.68,20
double,5.78,1.56,18,3.38,2.42,21
doubt,3.28,1.93,18,4.33,2.42,21
doubtful,3.86,1.62,21,4.55,2.13,22
douche,2.9,1.7,21,4.13,2.6,23
dough,6.0,1.62,17,4.1,2.02,21
doughboy,4.84,2.01,19,4.0,2.02,21
doughnut,7.5,1.41,22,4.5,2.34,26
douse,3.92,1.53,24,3.92,2.36,25
dove,6.9,1.93,41,3.27,2.47,44
downer,3.47,1.17,19,3.13,1.69,23
downfall,3.2,1.24,20,4.5,2.64,18
downfield,4.84,1.5,19,2.5,1.43,20
download,6.0,1.9,21,3.6,2.36,25
downriver,5.61,2.0,18,3.55,2.44,20
downside,3.55,1.76,20,4.63,2.43,19
downtime,5.8,1.99,20,3.06,2.26,18
downward,4.0,1.8,19,4.05,1.96,21
downy,5.77,1.97,22,3.11,1.66,19
dowry,4.7,2.03,20,3.11,2.4,18
doze,5.95,1.43,20,3.37,2.59,19
dozen,5.78,1.48,18,2.95,2.2,19
Dr. Pepper,6.9,1.74,20,4.48,2.47,23
drab,2.76,1.26,21,2.35,1.57,20
draft,5.3,1.95,20,4.1,2.75,20
drafty,4.3,1.08,20,3.73,2.25,22
drag,3.68,1.73,19,4.81,1.94,21
dragon,6.68,1.67,19,5.45,2.87,20
dragonfly,6.45,1.71,22,3.86,2.52,21
drain,3.8,1.67,20,2.94,1.98,18
drainage,3.89,1.23,18,3.52,2.04,21
drainpipe,4.52,2.11,21,2.91,2.25,23
drake,5.05,1.93,19,4.32,2.44,22
drama,4.37,2.63,19,5.14,3.04,22
dramatic,5.17,1.54,18,6.59,1.99,22
drape,4.95,1.39,20,3.29,1.93,17
drastic,4.63,1.74,19,5.2,2.31,20
drat,4.25,1.71,20,3.4,2.28,20
draught,3.9,2.19,21,3.32,2.24,19
draw,6.18,2.08,22,3.6,2.26,20
drawback,4.38,1.72,21,3.08,2.6,24
drawbridge,5.45,1.43,20,3.3,2.25,20
drawer,4.67,1.28,18,3.0,1.71,18
dread,3.0,1.89,19,4.5,2.4,20
dreaded,2.11,1.33,19,5.1,2.55,21
dreadful,2.6,1.31,20,4.5,2.71,18
dream,7.43,1.8,21,4.37,2.81,43
dreamboat,7.47,1.71,19,4.27,2.33,22
dreamer,7.45,1.23,20,4.4,2.77,25
dreamland,7.0,1.38,20,3.95,3.33,20
dreamy,7.52,1.5,21,4.9,2.79,20
dreary,3.55,1.95,22,3.54,2.13,41
dredge,3.32,1.67,19,3.36,2.13,22
dress,6.42,2.14,19,4.73,2.44,45
dresser,5.28,0.96,18,2.58,1.64,19
dressmaker,6.85,1.76,20,3.05,2.6,21
dressy,5.82,1.71,22,4.15,2.48,20
dribble,4.68,1.92,19,3.75,2.1,20
drift,5.09,1.48,22,3.32,2.29,19
drifter,4.95,1.67,20,4.32,2.46,22
driftwood,5.53,1.02,19,3.1,2.19,21
drill,4.73,2.1,22,5.11,2.13,19
drink,6.67,1.83,21,5.19,2.56,21
drinker,3.72,2.24,18,5.32,2.85,22
drip,5.52,1.94,21,3.7,2.3,20
drive,6.5,1.99,22,4.19,1.91,21
drivel,4.29,1.95,21,4.65,1.9,20
driver,6.39,1.72,18,3.15,2.41,20
driveway,4.57,1.21,21,3.38,2.29,21
drizzle,5.18,1.65,22,4.23,2.39,22
droll,5.09,1.83,23,3.41,1.94,22
drone,3.5,1.9,22,4.3,2.29,23
drool,3.28,1.81,18,2.7,1.84,20
droopy,4.0,1.84,20,3.18,1.79,22
drop,4.23,1.57,22,4.67,2.35,21
dropout,3.33,2.06,21,4.7,2.39,20
dropper,5.05,2.12,19,3.45,2.42,22
drought,2.79,1.75,19,3.55,2.15,22
drown,2.33,1.53,40,5.35,2.69,43
drowsy,4.25,2.1,20,2.83,1.87,23
drug,4.11,1.84,18,4.48,2.52,21
drug dealing,2.81,1.72,21,4.7,2.87,23
druggist,3.89,1.45,18,4.0,2.34,20
drugs,3.86,2.23,22,5.78,2.66,23
drugstore,4.74,2.21,19,4.05,2.66,22
drum,6.05,1.43,19,4.67,2.54,21
drummer,6.53,1.35,19,4.5,2.19,20
drunk,4.06,2.07,18,5.05,2.87,20
drunk driving,1.58,1.02,19,5.73,2.55,22
drunkard,3.28,2.35,18,4.45,2.21,20
drunken,3.0,2.11,19,4.36,2.38,22
drunkenness,3.42,2.41,19,6.05,2.16,21
dry,4.86,1.75,22,3.8,2.14,20
dryer,5.21,2.18,19,2.43,1.43,21
dual,5.14,1.49,22,4.39,2.78,23
dub,5.35,2.13,20,4.58,2.57,19
dubious,3.47,1.5,19,4.33,1.8,21
duchess,6.15,1.39,20,3.92,2.75,24
duck,6.11,1.2,19,4.0,1.84,21
duckling,7.18,1.18,22,3.92,2.37,26
ducky,6.6,1.31,20,3.81,2.6,21
duct,4.24,1.55,21,2.8,2.06,25
dud,3.74,1.19,19,3.33,2.06,18
dude,5.91,1.85,22,3.81,2.14,21
due,4.94,2.15,18,4.38,3.01,21
duel,5.05,1.54,20,5.55,2.61,20
duet,6.11,1.45,19,3.79,2.3,24
duffel,4.9,0.94,21,3.5,1.96,26
dugout,4.55,1.85,20,4.08,1.55,25
duh,4.5,2.28,20,3.9,2.47,20
duke,4.8,1.61,20,4.21,2.04,24
dull,3.4,0.94,20,1.67,1.03,18
dullard,4.68,1.29,22,3.58,2.55,26
dumb,2.44,1.54,18,5.3,2.75,20
dumbbell,4.71,2.12,21,3.54,2.62,24
dummy,3.66,1.7,38,3.79,2.15,38
dump,3.73,1.82,41,3.67,2.06,21
dumpling,6.48,1.75,21,2.5,1.71,22
dumpster,3.48,1.4,21,4.0,2.14,21
dunce,3.24,1.79,21,4.95,1.91,21
dune,5.35,1.95,20,2.76,1.87,21
dung,3.86,1.64,22,3.45,2.32,22
dungeon,3.52,2.2,21,5.13,2.47,23
dunk,4.67,2.24,21,3.6,2.37,20
duo,6.45,1.1,22,3.75,2.27,20
dupe,4.0,2.07,21,3.73,2.0,22
duplex,5.67,1.15,21,3.09,2.23,23
duplicate,4.7,1.53,20,4.5,2.33,20
duration,5.43,2.13,21,3.3,1.4,23
duress,2.82,1.37,22,4.45,2.22,22
dusk,5.63,2.09,19,3.52,2.2,21
dusky,4.95,1.84,19,4.55,2.28,22
dust,3.72,1.45,18,3.45,2.19,20
duster,5.26,1.52,19,2.85,1.76,20
dustpan,4.67,1.75,18,2.86,1.74,21
dusty,3.95,1.51,19,4.1,2.32,21
duty,5.33,2.06,18,3.71,2.55,21
dwarf,4.71,1.42,21,3.43,2.0,23
dweeb,4.17,1.65,18,3.86,1.91,22
dwell,4.75,2.1,20,3.14,1.88,21
dwelling,5.21,1.69,19,3.57,2.04,21
dye,5.25,1.52,20,3.3,2.0,20
dyke,3.8,1.77,20,3.67,2.46,21
dynamic,6.1,1.87,21,5.43,2.45,23
dynamite,4.79,2.27,19,6.4,2.54,20
dynamo,6.21,1.62,19,5.18,2.42,22
dynasty,5.16,1.17,19,4.45,1.99,20
dysentery,3.0,2.19,21,3.75,2.45,20
dysfunction,3.18,1.59,17,4.9,2.71,20
dysfunctional,3.09,1.74,22,4.63,2.36,19
eager,6.37,1.38,19,5.78,2.62,18
eagle,6.47,1.5,19,4.57,2.77,21
ear,5.86,1.36,22,3.5,2.06,20
earful,4.27,1.42,22,4.19,2.58,21
earl,5.15,1.42,20,3.64,1.87,22
earn,7.0,1.2,22,4.35,3.12,26
earnest,5.9,1.77,20,3.81,1.99,21
earnings,6.37,2.27,19,4.84,2.63,19
earpiece,5.04,1.94,23,3.86,2.21,22
earring,6.45,1.54,20,3.59,2.02,22
earrings,5.32,1.57,19,4.22,2.58,18
earth,6.83,1.28,40,5.04,2.65,23
earthling,5.53,2.12,19,3.09,1.72,22
earthly,5.63,1.74,19,3.55,2.18,22
earthquake,3.05,2.09,21,6.76,2.39,21
earthy,6.5,1.32,20,3.29,2.03,21
ease,6.15,2.13,20,2.45,1.41,22
east,6.33,1.57,18,2.5,1.76,20
eastbound,5.65,1.46,17,2.2,1.36,20
eastern,5.37,1.01,19,3.48,1.6,21
easy,7.47,1.35,19,3.82,2.64,49
easygoing,7.03,1.35,40,3.2,2.41,40
eat,7.1,1.73,41,4.38,2.79,45
eater,4.95,2.07,19,4.23,1.88,22
eavesdrop,4.05,1.47,20,4.33,2.65,21
ebony,6.14,2.35,21,4.32,2.77,22
eccentric,5.37,1.67,19,5.19,2.25,21
echelon,5.55,1.76,20,3.17,2.35,23
echinacea,4.8,1.67,20,3.73,2.45,22
echo,5.2,1.01,20,3.61,2.09,18
eclectic,5.9,1.65,20,4.5,2.55,24
eclipse,6.76,1.79,21,5.12,2.82,25
ecological,5.62,1.69,21,3.81,1.72,21
economic,5.1,1.71,20,3.62,1.86,21
economics,5.2,1.61,20,3.7,2.2,20
economy,3.64,1.89,22,5.32,2.23,22
ecosystem,6.5,1.79,22,3.71,2.35,21
ecstasy,7.19,1.53,43,6.11,2.59,44
ecstatic,6.45,1.96,20,6.95,1.99,21
edema,3.86,1.28,21,3.27,2.23,22
edge,4.43,1.63,21,4.65,2.52,23
edgy,4.81,2.02,21,4.39,2.41,23
edible,6.68,2.16,19,5.15,2.68,20
edifice,5.0,1.38,20,3.95,2.06,22
edit,4.95,1.0,20,4.1,1.89,21
editing,5.45,1.47,22,5.58,2.29,19
edition,5.3,0.86,20,3.79,2.21,24
editor,5.43,1.6,21,4.09,2.07,23
editorial,5.18,1.26,22,2.9,2.0,21
educate,7.48,1.36,21,4.36,2.4,25
education,6.58,1.75,40,4.64,2.15,22
educational,6.6,1.47,20,4.52,2.73,21
educator,6.58,1.95,19,3.5,2.13,22
eel,4.14,1.96,21,4.79,2.62,19
eerie,3.4,1.82,20,5.57,1.99,21
effect,5.5,1.14,22,4.08,2.61,26
effective,6.95,1.84,19,3.95,2.32,22
effectiveness,6.9,1.37,20,4.95,2.84,19
efficiency,6.74,2.05,19,3.74,2.24,23
efficient,6.95,1.32,21,3.86,2.36,22
effort,6.47,1.65,19,4.12,2.42,24
effortless,7.1,1.77,20,3.43,2.38,21
egg,5.95,1.43,19,3.28,2.46,46
egghead,4.47,2.34,19,3.59,2.67,22
eggnog,6.0,2.29,19,4.27,2.78,22
eggplant,5.55,1.57,22,3.14,1.68,21
eggshell,5.2,1.7,20,3.17,2.09,18
ego,4.38,1.83,21,4.17,2.53,24
egomaniac,3.68,2.12,22,5.53,2.14,19
egotistical,3.08,1.38,24,5.14,2.21,22
eight,5.37,1.38,19,3.48,1.81,21
eighteen,5.72,1.6,18,3.83,2.09,18
eighty,5.43,1.4,21,3.41,2.11,22
ejaculate,6.0,2.55,21,6.15,2.39,26
ejaculation,5.42,2.81,19,6.18,2.94,22
eject,3.95,1.43,19,4.42,2.32,24
ejection,3.5,1.73,20,4.29,2.66,17
El Nino,4.29,1.65,21,4.09,2.27,23
elaborate,6.38,1.32,21,4.23,2.16,22
elastic,5.71,1.82,21,4.35,1.94,23
elated,6.56,2.02,39,5.14,2.71,21
elbow,5.38,1.07,39,3.2,2.12,44
elder,6.11,1.91,18,2.5,1.93,20
elderly,4.63,2.39,19,2.73,2.1,22
elect,5.52,1.29,21,4.0,2.83,20
election,4.5,1.74,22,4.23,2.3,26
elective,5.38,1.28,21,3.54,2.23,24
electoral,4.21,1.4,19,3.86,1.85,21
electric,6.1,1.37,21,4.05,2.06,21
electric slide,6.05,1.19,20,4.73,2.6,22
electrical,5.57,1.85,23,6.0,2.47,20
electrician,5.21,1.36,19,3.19,1.81,21
electricity,6.15,1.69,20,4.3,2.69,23
electrocute,3.27,2.31,22,6.0,3.02,22
electrocution,2.45,1.28,20,5.76,2.66,17
electromagnetic,5.1,1.64,21,5.22,2.41,23
electron,5.33,2.06,18,3.82,2.61,22
electronic,6.52,1.69,21,3.64,2.72,22
electronics,6.5,1.76,18,4.6,2.37,20
elegance,6.91,2.0,22,4.24,2.68,25
elegant,7.0,1.2,19,4.43,2.59,23
element,5.58,1.46,19,3.9,2.36,21
elemental,5.19,1.72,21,4.35,2.33,23
elementary,6.11,1.49,19,3.5,2.14,20
elephant,6.17,2.33,18,4.23,2.33,22
elevate,6.42,1.64,19,4.65,2.1,23
elevation,5.67,1.56,21,3.57,2.45,23
elevator,5.95,1.5,40,3.65,2.25,43
eleven,5.0,1.45,19,3.05,2.42,21
elf,6.1,2.17,21,4.3,2.14,23
elicit,4.14,1.68,21,5.27,2.25,22
eligible,6.45,1.68,22,4.81,2.27,21
eliminate,3.89,1.49,19,3.64,2.36,22
elimination,3.86,1.96,21,3.35,2.33,23
elite,5.71,2.1,21,5.9,2.22,20
elitist,4.5,1.97,22,4.57,2.59,23
elixir,5.68,1.97,19,3.95,2.32,22
elk,5.81,1.97,21,3.48,2.04,21
elm,6.32,1.38,19,3.05,2.13,21
elope,6.58,1.5,19,5.7,2.2,20
eloquence,6.76,1.48,21,3.91,2.7,23
eloquent,7.16,1.61,19,4.61,2.39,23
elude,4.62,1.88,21,4.0,2.97,20
elusive,4.3,1.66,20,4.5,2.87,18
email,6.0,1.62,20,4.5,2.35,22
emancipation,6.57,1.89,21,3.65,2.32,20
embankment,5.0,1.11,19,3.62,2.25,21
embargo,5.05,1.56,22,4.59,2.32,22
embark,5.89,1.76,19,4.3,2.9,20
embarrass,3.38,1.88,21,5.47,2.74,19
embarrassed,3.51,1.72,41,5.38,2.44,45
embarrassing,3.53,1.39,19,5.95,2.38,21
embarrassment,2.72,1.6,18,5.45,2.42,20
embassy,5.3,2.12,23,3.91,2.2,22
embattled,4.05,1.36,39,4.02,2.56,48
embezzlement,2.95,1.27,19,4.67,2.28,18
embezzler,3.05,2.12,19,5.24,2.68,21
emblem,6.0,1.7,19,2.67,1.85,21
embodiment,5.72,1.53,18,3.78,2.37,18
embolism,2.14,1.46,21,4.17,2.12,23
embrace,7.0,1.45,20,5.82,2.58,17
embroidery,6.53,1.74,19,2.85,2.52,20
embryo,5.75,1.55,20,3.7,1.77,23
emcee,5.15,1.31,20,4.05,2.1,22
emerald,7.3,1.75,20,5.33,2.32,24
emerge,5.75,1.45,20,4.74,2.2,23
emergency,2.72,1.23,18,6.43,2.73,21
emery,4.74,1.32,23,3.59,2.09,22
eminence,5.43,1.62,23,4.5,2.41,22
eminent,5.58,1.8,19,4.95,2.16,21
emissary,4.76,1.55,21,3.39,2.41,23
emission,4.1,1.62,20,3.67,2.51,24
emit,4.81,1.69,21,3.96,2.41,25
emotion,6.62,1.88,21,4.75,2.79,20
emotional,5.11,1.79,19,5.32,2.46,22
empathize,7.1,1.37,21,3.55,2.36,22
empathy,7.29,1.49,21,3.62,2.06,21
emperor,4.68,1.83,19,4.25,2.2,20
emphasis,5.26,1.66,19,4.1,1.87,21
emphasize,5.75,1.16,20,4.21,2.4,24
emphysema,2.47,1.5,19,4.25,2.29,20
empire,5.36,2.01,22,4.59,2.75,22
empirical,4.67,1.68,21,4.14,2.4,22
employ,5.89,2.31,19,3.83,2.01,23
employee,5.29,2.1,21,4.65,2.89,20
employer,5.3,1.56,20,4.06,2.54,17
employment,6.0,1.86,19,5.02,2.68,44
emporium,5.25,1.37,20,4.17,2.27,23
empress,4.95,1.47,20,3.87,2.16,23
emptiness,3.26,2.28,23,3.18,2.46,22
empty,3.78,1.77,18,2.25,1.65,20
emu,5.45,1.26,22,4.0,2.37,26
emulate,5.11,1.66,19,4.15,1.79,20
enable,5.13,2.01,23,3.95,2.44,22
enamel,5.42,1.54,19,3.79,2.28,24
enchanted,7.16,1.57,19,5.27,2.73,22
enchanting,6.8,1.44,20,5.56,2.23,18
enchantment,6.8,1.85,20,5.29,2.76,21
enchantress,5.82,2.17,22,4.1,2.47,21
enchilada,6.63,1.74,19,4.39,2.09,18
enclosure,4.6,0.94,20,3.35,2.23,20
encore,6.9,1.48,21,4.09,2.2,22
encounter,5.16,1.21,19,4.67,2.11,21
encourage,7.16,1.26,19,4.38,2.42,21
encouragement,6.7,1.87,20,5.59,3.06,17
encouraging,6.89,1.85,19,4.23,2.47,22
encryption,5.14,1.75,22,4.0,2.45,22
encyclopedia,6.14,1.61,22,5.0,2.47,19
end,4.73,1.75,22,3.95,2.4,21
end table,5.25,1.21,20,2.7,2.03,20
endanger,2.67,1.85,21,4.72,2.37,25
endangerment,3.0,1.38,21,4.84,2.49,25
endearing,7.17,1.54,18,4.17,2.23,23
endeavor,6.42,2.01,19,4.19,2.16,21
endgame,4.23,2.09,22,5.26,2.47,23
ending,4.23,1.77,22,4.19,2.66,21
endless,4.0,2.09,18,4.23,2.07,22
endorse,5.2,2.09,20,3.17,1.69,18
endorsement,6.05,2.16,21,3.76,1.87,21
endowment,6.0,1.61,21,3.67,2.66,24
endurance,6.86,1.42,21,5.6,2.46,20
endure,4.95,1.47,20,3.77,2.02,22
enduring,6.67,1.74,21,3.36,2.11,22
enema,3.29,2.08,21,4.13,2.83,23
enemy,2.22,1.44,18,5.3,2.85,20
energetic,7.57,0.87,21,6.1,2.53,20
energize,7.43,1.33,21,6.0,2.16,25
energy,6.9,2.07,21,6.25,2.57,20
enforce,5.32,2.14,19,5.3,2.18,20
enforcement,4.67,1.99,24,4.48,2.86,23
enforcer,3.81,1.54,21,4.2,3.0,20
engage,6.6,1.39,20,5.28,2.67,18
engaged,6.78,1.85,41,5.2,2.31,20
engagement,6.65,2.58,20,5.19,2.34,21
engine,5.48,1.74,42,3.89,1.97,18
engineer,5.79,1.65,19,4.22,2.05,18
engineering,6.0,1.53,19,3.14,1.93,22
engraving,6.17,1.58,18,3.05,2.28,20
enhance,6.62,1.88,21,4.04,2.24,25
enhancement,6.29,2.33,21,4.39,2.44,23
enigma,5.35,1.66,20,4.65,2.64,20
enjoy,7.67,1.33,18,5.0,3.03,20
enjoyable,7.63,1.5,19,4.77,2.18,22
enjoyment,8.37,0.96,19,5.48,2.72,44
enlarge,5.33,1.98,21,3.87,2.32,23
enlargement,4.65,1.66,20,3.86,2.61,21
enlighten,7.38,1.12,21,3.23,2.49,22
enlightening,7.0,1.52,21,5.91,2.86,23
enlightenment,6.79,1.4,19,4.52,2.73,21
enlist,4.42,1.54,19,3.71,2.53,21
ennui,4.13,1.32,23,3.26,2.0,23
enormous,5.68,1.63,19,5.05,2.4,21
enraged,2.33,1.39,21,5.22,2.79,45
enroll,5.94,1.55,18,4.25,2.19,24
enrollment,6.19,1.94,21,3.76,2.63,25
ensemble,5.67,1.78,18,3.86,1.93,21
enslave,2.67,2.13,21,5.35,2.28,20
ensure,5.71,1.95,21,3.57,2.04,23
entail,5.35,1.27,20,4.11,2.37,18
enter,6.09,1.41,22,4.3,2.3,20
enterprise,6.0,1.41,19,4.0,1.81,20
enterprising,5.52,1.89,21,4.33,2.46,21
entertain,7.21,1.81,19,5.19,2.86,21
entertainer,6.48,2.32,21,6.15,2.41,20
entertaining,8.0,0.84,21,5.28,2.34,25
entertainment,7.59,1.4,22,6.42,2.55,19
enthusiasm,7.14,1.35,21,4.18,2.79,22
enthusiast,6.65,1.27,20,5.91,2.45,22
enthusiastic,7.55,1.61,20,5.9,2.53,21
